Year,Sport,Event,NOC,Bronze,Gold,Silver
1904,Athletics,Athletics Men's Standing Long Jump,USA,USA,USA,USA
1904,Athletics,Athletics Men's Standing Triple Jump,USA,USA,USA,USA
1904,Athletics,Athletics Men's Triple Jump,USA,USA,USA,USA
1904,Boxing,Boxing Men's Bantamweight,USA,Data Missing,USA,USA
1904,Boxing,Boxing Men's Featherweight,USA,USA,USA,USA
1904,Boxing,Boxing Men's Flyweight,USA,Data Missing,USA,USA
1904,Boxing,Boxing Men's Heavyweight,USA,USA,USA,USA
1904,Boxing,Boxing Men's Lightweight,USA,USA,USA,USA
1904,Boxing,Boxing Men's Middleweight,USA,Data Missing,USA,USA
1904,Boxing,Boxing Men's Welterweight,USA,USA,USA,USA
1904,Cycling,Cycling Men's 1 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 1/2 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 1/3 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 1/4 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 2 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 25 mile,USA,USA,USA,USA
1904,Cycling,Cycling Men's 5 mile,USA,USA,USA,USA
1904,Diving,Diving Men's Springboard,GER,Data Missing,Data Missing,Germany
1904,Diving,Diving Men's Springboard,USA,USA,USA,Data Missing
1904,Fencing,"Fencing Men's Foil, Individual",CUB,Data Missing,Cuba,Data Missing
1904,Fencing,"Fencing Men's Foil, Individual",USA,USA,Data Missing,USA
1904,Fencing,"Fencing Men's Foil, Team",CUB,Data Missing,Cuba,Data Missing
1904,Fencing,"Fencing Men's Foil, Team",USA,Data Missing,USA,USA
1904,Fencing,"Fencing Men's Sabre, Individual",CUB,Data Missing,Cuba,Data Missing
1904,Fencing,"Fencing Men's Sabre, Individual",USA,USA,Data Missing,USA
1904,Fencing,"Fencing Men's Single Sticks, Individual",USA,USA,USA,USA
1904,Fencing,"Fencing Men's epee, Individual",CUB,Data Missing,Cuba,Data Missing
1904,Fencing,"Fencing Men's epee, Individual",USA,USA,Data Missing,USA
1904,Football,Football Men's Football,CAN,Data Missing,Canada,Data Missing
1904,Football,Football Men's Football,USA,USA,Data Missing,USA
1904,Golf,Golf Men's Individual,CAN,Data Missing,Canada,Data Missing
1904,Golf,Golf Men's Individual,USA,USA,Data Missing,USA
1904,Golf,Golf Men's Team,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Club Swinging,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Horizontal Bar,USA,USA,USA,Data Missing
1904,Gymnastics,Gymnastics Men's Horse Vault,USA,USA,USA,Data Missing
1904,Gymnastics,Gymnastics Men's Individual All-Around,AUT,Data Missing,Austria,Data Missing
1904,Gymnastics,Gymnastics Men's Individual All-Around,GER,Data Missing,Data Missing,Germany
1904,Gymnastics,Gymnastics Men's Individual All-Around,SUI,Switzerland,Data Missing,Data Missing
1904,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",USA,USA,USA,USA
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",AUT,Data Missing,Data Missing,Austria
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",GER,Germany,Data Missing,Data Missing
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",SUI,Data Missing,Switzerland,Data Missing
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Parallel Bars,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Rings,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Rope Climbing,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Side Horse,USA,USA,USA,USA
1904,Gymnastics,Gymnastics Men's Team All-Around,AUT,Data Missing,Austria,Data Missing
1904,Gymnastics,Gymnastics Men's Team All-Around,USA,USA,USA,USA
1904,Lacrosse,Lacrosse Men's Lacrosse,CAN,Canada,Canada,Data Missing
1904,Lacrosse,Lacrosse Men's Lacrosse,USA,Data Missing,Data Missing,USA
1904,Roque,Roque Men's Singles,USA,USA,USA,USA
1904,Rowing,Rowing Men's Coxed Eights,CAN,Data Missing,Data Missing,Canada
1904,Rowing,Rowing Men's Coxed Eights,USA,Data Missing,USA,Data Missing
1904,Rowing,Rowing Men's Coxless Fours,USA,USA,USA,USA
1904,Rowing,Rowing Men's Coxless Pairs,USA,USA,USA,USA
1904,Rowing,Rowing Men's Double Sculls,USA,USA,USA,USA
1904,Rowing,Rowing Men's Single Sculls,USA,USA,USA,USA
1904,Swimming,Swimming Men's 100 Yard Backstroke,GER,Germany,Germany,Germany
1904,Swimming,Swimming Men's 100 yard Freestyle,HUN,Data Missing,Hungary,Data Missing
1904,Swimming,Swimming Men's 100 yard Freestyle,USA,USA,Data Missing,USA
1904,Swimming,Swimming Men's 220 yard Freestyle,AUS,Data Missing,Data Missing,Australia
1904,Swimming,Swimming Men's 220 yard Freestyle,GER,Germany,Data Missing,Data Missing
1904,Swimming,Swimming Men's 220 yard Freestyle,USA,Data Missing,USA,Data Missing
1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,USA,USA,USA,USA
1904,Swimming,Swimming Men's 440 Yard Breaststroke,GER,Data Missing,Germany,Germany
1904,Swimming,Swimming Men's 440 Yard Breaststroke,USA,USA,Data Missing,Data Missing
1904,Swimming,Swimming Men's 440 yard Freestyle,AUS,Data Missing,Data Missing,Australia
1904,Swimming,Swimming Men's 440 yard Freestyle,AUT,Austria,Data Missing,Data Missing
1904,Swimming,Swimming Men's 440 yard Freestyle,USA,Data Missing,USA,Data Missing
1904,Swimming,Swimming Men's 50 yard Freestyle,HUN,Data Missing,Hungary,Data Missing
1904,Swimming,Swimming Men's 50 yard Freestyle,USA,USA,Data Missing,USA
1904,Swimming,Swimming Men's 880 yard Freestyle,AUS,Data Missing,Data Missing,Australia
1904,Swimming,Swimming Men's 880 yard Freestyle,GER,Data Missing,Germany,Data Missing
1904,Swimming,Swimming Men's 880 yard Freestyle,HUN,Hungary,Data Missing,Data Missing
1904,Swimming,Swimming Men's One Mile Freestyle,AUS,Australia,Data Missing,Data Missing
1904,Swimming,Swimming Men's One Mile Freestyle,GER,Data Missing,Germany,Data Missing
1904,Swimming,Swimming Men's One Mile Freestyle,HUN,Data Missing,Data Missing,Hungary
1904,Swimming,Swimming Men's Plunge For Distance,USA,USA,USA,USA
1904,Tennis,Tennis Men's Doubles,USA,USA,USA,USA
1904,Tennis,Tennis Men's Singles,USA,USA,USA,USA
1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,GER,Germany,Data Missing,Data Missing
1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,USA,USA,USA,USA
1904,Water Polo,Water Polo Men's Water Polo,USA,USA,USA,USA
1904,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,GER,Germany,Data Missing,Data Missing
1904,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,USA,Data Missing,USA,USA
1904,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",GER,Germany,Data Missing,Data Missing
1904,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",GRE,Data Missing,Greece,Data Missing
1904,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",USA,Data Missing,Data Missing,USA
1904,Wrestling,"Wrestling Men's Bantamweight, Freestyle",USA,USA,USA,USA
1904,Wrestling,"Wrestling Men's Featherweight, Freestyle",USA,USA,USA,USA
1904,Wrestling,"Wrestling Men's Flyweight, Freestyle",USA,USA,USA,USA
1904,Wrestling,"Wrestling Men's Heavyweight, Freestyle",GER,Data Missing,Data Missing,Germany
1904,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NOR,Data Missing,Norway,Data Missing
1904,Wrestling,"Wrestling Men's Heavyweight, Freestyle",USA,USA,Data Missing,Data Missing
1904,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",SUI,Switzerland,Data Missing,Data Missing
1904,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",USA,Data Missing,USA,USA
1904,Wrestling,"Wrestling Men's Lightweight, Freestyle",USA,USA,USA,USA
1904,Wrestling,"Wrestling Men's Welterweight, Freestyle",NOR,Data Missing,Norway,Data Missing
1904,Wrestling,"Wrestling Men's Welterweight, Freestyle",USA,USA,Data Missing,USA
1906,Athletics,"Athletics Men's 1,500 metres",GBR,Data Missing,Data Missing,UK
1906,Athletics,"Athletics Men's 1,500 metres",SWE,Sweden,Data Missing,Data Missing
1906,Athletics,"Athletics Men's 1,500 metres",USA,Data Missing,USA,Data Missing
1906,Athletics,"Athletics Men's 1,500 metres Walk",CAN,Data Missing,Data Missing,Canada
1906,Athletics,"Athletics Men's 1,500 metres Walk",GRE,Greece,Data Missing,Data Missing
1906,Athletics,"Athletics Men's 1,500 metres Walk",USA,Data Missing,USA,Data Missing
1906,Athletics,Athletics Men's 100 metres,AUS,Australia,Data Missing,Data Missing
1906,Athletics,Athletics Men's 100 metres,USA,Data Missing,USA,USA
1906,Athletics,Athletics Men's 110 metres Hurdles,GBR,Data Missing,Data Missing,UK
1906,Athletics,Athletics Men's 110 metres Hurdles,GER,Germany,Data Missing,Data Missing
1906,Athletics,Athletics Men's 110 metres Hurdles,USA,Data Missing,USA,Data Missing
1906,Athletics,"Athletics Men's 3,000 metres Walk",GER,Data Missing,Data Missing,Germany
1906,Athletics,"Athletics Men's 3,000 metres Walk",GRE,Greece,Data Missing,Data Missing
1906,Athletics,"Athletics Men's 3,000 metres Walk",HUN,Data Missing,Hungary,Data Missing
1906,Athletics,Athletics Men's 400 metres,AUS,Australia,Data Missing,Data Missing
1906,Athletics,Athletics Men's 400 metres,GBR,Data Missing,Data Missing,UK
1906,Athletics,Athletics Men's 400 metres,USA,Data Missing,USA,Data Missing
1906,Athletics,Athletics Men's 5 mile,GBR,Data Missing,UK,Data Missing
1906,Athletics,Athletics Men's 5 mile,SWE,Sweden,Data Missing,Sweden
1906,Athletics,Athletics Men's 800 metres,GBR,UK,Data Missing,Data Missing
1906,Athletics,Athletics Men's 800 metres,USA,Data Missing,USA,USA
1906,Athletics,Athletics Men's Discus Throw,FIN,Finland,Data Missing,Data Missing
1906,Athletics,Athletics Men's Discus Throw,GRE,Data Missing,Data Missing,Greece
1906,Athletics,Athletics Men's Discus Throw,USA,Data Missing,USA,Data Missing
1906,Athletics,"Athletics Men's Discus Throw, Greek Style",FIN,Data Missing,Finland,Data Missing
1906,Athletics,"Athletics Men's Discus Throw, Greek Style",GRE,Data Missing,Data Missing,Greece
1906,Athletics,"Athletics Men's Discus Throw, Greek Style",HUN,Hungary,Data Missing,Data Missing
1906,Athletics,Athletics Men's High Jump,GBR,Data Missing,UK,Data Missing
1906,Athletics,Athletics Men's High Jump,GRE,Greece,Data Missing,Data Missing
1906,Athletics,Athletics Men's High Jump,HUN,Data Missing,Data Missing,Hungary
1906,Athletics,Athletics Men's High Jump,USA,USA,Data Missing,Data Missing
1906,Athletics,"Athletics Men's Javelin Throw, Freestyle",SWE,Sweden,Sweden,Sweden
1906,Athletics,Athletics Men's Long Jump,GBR,Data Missing,Data Missing,UK
1906,Athletics,Athletics Men's Long Jump,USA,USA,USA,Data Missing
1906,Athletics,Athletics Men's Marathon,CAN,Data Missing,Canada,Data Missing
1906,Athletics,Athletics Men's Marathon,SWE,Data Missing,Data Missing,Sweden
1906,Athletics,Athletics Men's Marathon,USA,USA,Data Missing,Data Missing
1906,Athletics,Athletics Men's Pentathlon (Ancient),HUN,Data Missing,Data Missing,Hungary
1906,Athletics,Athletics Men's Pentathlon (Ancient),SWE,Sweden,Sweden,Data Missing
1906,Athletics,Athletics Men's Pole Vault,FRA,Data Missing,France,Data Missing
1906,Athletics,Athletics Men's Pole Vault,SWE,Data Missing,Data Missing,Sweden
1906,Athletics,Athletics Men's Pole Vault,USA,USA,Data Missing,Data Missing
1906,Athletics,Athletics Men's Shot Put,HUN,Data Missing,Data Missing,Hungary
1906,Athletics,Athletics Men's Shot Put,SWE,Sweden,Data Missing,Data Missing
1906,Athletics,Athletics Men's Shot Put,USA,Data Missing,USA,Data Missing
1906,Athletics,Athletics Men's Standing High Jump,BEL,Data Missing,Data Missing,Belgium
1906,Athletics,Athletics Men's Standing High Jump,USA,Data Missing,USA,USA
1906,Athletics,Athletics Men's Standing Long Jump,USA,USA,USA,USA
1906,Athletics,Athletics Men's Stone Throw,GRE,Greece,Greece,Data Missing
1906,Athletics,Athletics Men's Stone Throw,USA,Data Missing,Data Missing,USA
1906,Athletics,Athletics Men's Triple Jump,GBR,Data Missing,UK,UK
1906,Athletics,Athletics Men's Triple Jump,USA,USA,Data Missing,Data Missing
1906,Cycling,Cycling Men's 20 kilometres,FRA,France,Data Missing,France
1906,Cycling,Cycling Men's 20 kilometres,GBR,Data Missing,UK,Data Missing
1906,Cycling,Cycling Men's 333 metres Time Trial,FRA,France,Data Missing,Data Missing
1906,Cycling,Cycling Men's 333 metres Time Trial,GBR,Data Missing,Data Missing,UK
1906,Cycling,Cycling Men's 333 metres Time Trial,ITA,Data Missing,Italy,Data Missing
1906,Cycling,"Cycling Men's 5,000 metres",FRA,France,Data Missing,Data Missing
1906,Cycling,"Cycling Men's 5,000 metres",GBR,Data Missing,Data Missing,UK
1906,Cycling,"Cycling Men's 5,000 metres",ITA,Data Missing,Italy,Data Missing
1906,Cycling,"Cycling Men's Road Race, Individual",FRA,France,France,France
1906,Cycling,Cycling Men's Sprint,BEL,Belgium,Data Missing,Data Missing
1906,Cycling,Cycling Men's Sprint,GBR,Data Missing,Data Missing,UK
1906,Cycling,Cycling Men's Sprint,ITA,Data Missing,Italy,Data Missing
1906,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",GBR,Data Missing,UK,Data Missing
1906,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",GER,Germany,Data Missing,Germany
1906,Diving,Diving Men's Platform,AUT,Austria,Data Missing,Data Missing
1906,Diving,Diving Men's Platform,GER,Data Missing,Germany,Germany
1906,Fencing,"Fencing Men's Foil, Individual",FRA,France,France,Data Missing
1906,Fencing,"Fencing Men's Foil, Individual",GER,Data Missing,Data Missing,Germany
1906,Fencing,"Fencing Men's Sabre, Individual",GER,Data Missing,Data Missing,Germany
1906,Fencing,"Fencing Men's Sabre, Individual",GRE,Data Missing,Greece,Data Missing
1906,Fencing,"Fencing Men's Sabre, Individual",ITA,Italy,Data Missing,Data Missing
1906,Fencing,"Fencing Men's Sabre, Individual, Three Hits",GER,Data Missing,Germany,Data Missing
1906,Fencing,"Fencing Men's Sabre, Individual, Three Hits",HUN,Hungary,Data Missing,Data Missing
1906,Fencing,"Fencing Men's Sabre, Individual, Three Hits",NED,Data Missing,Data Missing,Netherlands
1906,Fencing,"Fencing Men's Sabre, Masters, Individual",BEL,Data Missing,Belgium,Data Missing
1906,Fencing,"Fencing Men's Sabre, Masters, Individual",GRE,Data Missing,Data Missing,Greece
1906,Fencing,"Fencing Men's Sabre, Team",GER,Data Missing,Germany,Data Missing
1906,Fencing,"Fencing Men's Sabre, Team",GRE,Data Missing,Data Missing,Greece
1906,Fencing,"Fencing Men's Sabre, Team",NED,Netherlands,Data Missing,Data Missing
1906,Fencing,"Fencing Men's epee, Individual",FRA,Data Missing,France,France
1906,Fencing,"Fencing Men's epee, Individual",NED,Netherlands,Data Missing,Data Missing
1906,Fencing,"Fencing Men's epee, Masters, Individual",BEL,Data Missing,Belgium,Data Missing
1906,Fencing,"Fencing Men's epee, Masters, Individual",GRE,Greece,Data Missing,Data Missing
1906,Fencing,"Fencing Men's epee, Masters, Individual",ITA,Data Missing,Data Missing,Italy
1906,Fencing,"Fencing Men's epee, Team",BEL,Belgium,Data Missing,Data Missing
1906,Fencing,"Fencing Men's epee, Team",FRA,Data Missing,France,Data Missing
1906,Fencing,"Fencing Men's epee, Team",GBR,Data Missing,Data Missing,UK
1906,Football,Football Men's Football,DEN,Data Missing,Denmark,Data Missing
1906,Football,Football Men's Football,FRA,Data Missing,Data Missing,France
1906,Football,Football Men's Football,GBR,Data Missing,Data Missing,UK
1906,Football,Football Men's Football,GRE,Greece,Data Missing,Data Missing
1906,Gymnastics,Gymnastics Men's Individual All-Around,FRA,France,France,Data Missing
1906,Gymnastics,Gymnastics Men's Individual All-Around,ITA,Data Missing,Data Missing,Italy
1906,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",FRA,France,France,Data Missing
1906,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",ITA,Data Missing,Data Missing,Italy
1906,Gymnastics,Gymnastics Men's Rope Climbing,GRE,Greece,Greece,Data Missing
1906,Gymnastics,Gymnastics Men's Rope Climbing,HUN,Data Missing,Data Missing,Hungary
1906,Gymnastics,Gymnastics Men's Team All-Around,DEN,Data Missing,Data Missing,Denmark
1906,Gymnastics,Gymnastics Men's Team All-Around,ITA,Italy,Data Missing,Data Missing
1906,Gymnastics,Gymnastics Men's Team All-Around,NOR,Data Missing,Norway,Data Missing
1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,GRE,Data Missing,Greece,Greece
1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,ITA,Italy,Data Missing,Data Missing
1906,Rowing,Rowing Men's 6-Man Naval Rowing Boats,GRE,Greece,Data Missing,Greece
1906,Rowing,Rowing Men's 6-Man Naval Rowing Boats,ITA,Data Missing,Italy,Data Missing
1906,Rowing,Rowing Men's Coxed Fours,FRA,France,Data Missing,France
1906,Rowing,Rowing Men's Coxed Fours,ITA,Data Missing,Italy,Data Missing
1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),FRA,France,Data Missing,Data Missing
1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),ITA,Data Missing,Italy,Italy
1906,Rowing,Rowing Men's Coxed Pairs (1 mile),BEL,Data Missing,Data Missing,Belgium
1906,Rowing,Rowing Men's Coxed Pairs (1 mile),FRA,France,Data Missing,Data Missing
1906,Rowing,Rowing Men's Coxed Pairs (1 mile),GRE,Data Missing,Data Missing,Greece
1906,Rowing,Rowing Men's Coxed Pairs (1 mile),ITA,Data Missing,Italy,Data Missing
1906,Rowing,Rowing Men's Single Sculls,FRA,Data Missing,France,France
1906,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",GRE,Data Missing,Greece,Data Missing
1906,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",SWE,Sweden,Data Missing,Sweden
1906,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,FRA,France,France,Data Missing
1906,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,ITA,Data Missing,Data Missing,Italy
1906,Shooting,"Shooting Men's Free Pistol, 25 metres",FRA,Data Missing,France,France
1906,Shooting,"Shooting Men's Free Pistol, 25 metres",GRE,Greece,Data Missing,Data Missing
1906,Shooting,"Shooting Men's Free Pistol, 50 metres",FRA,Data Missing,Data Missing,France
1906,Shooting,"Shooting Men's Free Pistol, 50 metres",GRE,Greece,Greece,Data Missing
1906,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",FRA,France,Data Missing,Data Missing
1906,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",SUI,Data Missing,Switzerland,Switzerland
1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",FRA,France,Data Missing,Data Missing
1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NOR,Data Missing,Data Missing,Norway
1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",SUI,Data Missing,Switzerland,Data Missing
1906,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",FRA,France,France,France
1906,Shooting,"Shooting Men's Military Revolver, 20 metres",GRE,Greece,Data Missing,Greece
1906,Shooting,"Shooting Men's Military Revolver, 20 metres",SUI,Data Missing,Switzerland,Data Missing
1906,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",FRA,Data Missing,France,Data Missing
1906,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",SUI,Switzerland,Data Missing,Switzerland
1906,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",FRA,France,Data Missing,Data Missing
1906,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",SUI,Data Missing,Switzerland,Switzerland
1906,Shooting,"Shooting Men's Trap, Double Shot, 14 metres",GBR,UK,UK,Data Missing
